1460607403:   
3096626743:  !
2868213662: Ce
935106789: Cf
938576381: Cg
821236210: Ch
2578047268: Ci
2148261396: Cj
1510803596: Ck
3637834846: Cl
212723919: Cm
1074602449: Cn
3912668207: Co
1360260404: Cp
1446777668: Cq
432542657: Cr
3836002808: Cs
3154904898: Ct
2228195843: Cu
2507232322: Cv
3634404929: Cw
165926084: Cx
2989210669: Cy
3375294539: Cz
2394059180: C{
2559266833: C|
487096564: C}
515797634: C~
2171625939: C
879471516: D 
3424187312: D!
4251966375: D"
2913283451: D#
2385955252: D$
2367875063: D%
456913360: D&
2167075997: D'
2416079083: D(
274245154: D)
2814992607: D*
1384199825: D+
3545189563: D,
1554637890: D-
976906335: D.
3730915029: D/
3299468341: D0
2796334246: D1
2316489202: D2
2205931247: D3
3040590127: D4
3600835701: D5
2127734007: D6
2681461315: D7
2704486626: D8
3681688888: D9
573872580: D:
1923643365: D;
1487992501: D<
2445109819: D=
845970100: D>
3050551517: D?
3964992952: D@
761069012: DA
1728292296: DB
3868716286: DC
3354072706: DD
190400771: DE
131653440: DF
1770760211: DG
48415316: DH
1916855490: DI
3217021091: DJ
3930529219: DK
4188659123: DL
211819816: DM
2401874372: DN
2593466847: DO
4088605570: DP
779564912: DQ
1933167241: DR
337027123: DS
1293129148: DT
1662371311: DU
3814962562: DV
510793930: DW
1995670638: DX
137382268: DY
609629607: DZ
2073832626: D[
3898395500: D\
1713307413: D]
2468460824: D^
1688989752: D_
2241041550: D`
1357337586: Da
2798801324: Db
1673782727: Dc
1038947496: Dd
272124142: De
1160429918: Df
2824867382: Dg
2458460457: Dh
2165152903: Di
3358172894: Dj
2293279938: Dk
1448531793: Dl
1518590305: Dm
2873527551: Dn
1207611584: Do
2193706117: Dp
3075672987: Dq
2155333157: Dr
1617487439: Ds
3414164065: Dt
694456164: Du
2034498041: Dv
2103950575: Dw
3095871139: Dx
2538804660: Dy
1660848325: Dz
596389600: D{
1685262772: D|
4047037640: D}
764156528: D~
3964073504: D
2501872833: E 
2120709355: E!
3274458132: E"
3757769731: E#
3340563807: E$
1361108814: E%
3753962121: E&
108476647: E'
1640955709: E(
3813844454: E)
1834243176: E*
996855906: E+
68971475: E,
3997370704: E-
4070882974: E.
2946533465: E/
2955814298: E0
1921484845: E1
3948899069: E2
2653560859: E3
1785205686: E4
2187912407: E5
2588737667: E6
3095594122: E7
4213495548: E8
2697709439: E9
707124151: E:
3395397816: E;
837263255: E<
374563588: E=
2543237018: E>
1068503529: E?
4128678097: E@
4059922106: EA
2408639482: EB
3537814867: EC
3342826462: ED
1483995916: EE
3535411312: EF
1629317514: EG
500784829: EH
3181724579: EI
894612887: EJ
3701492078: EK
3994093968: EL
2286088656: EM
501009946: EN
3495339385: EO
1612827687: EP
3263156315: EQ
2503229229: ER
3462324969: ES
1579295570: ET
1905393762: EU
3060509578: EV
2984038458: EW
2616665073: EX
834237015: EY
1363611546: EZ
874981309: E[
2805934420: E\
4014723720: E]
2944708455: E^
1182001813: E_
3472054554: E`
2702639127: Ea
451351710: Eb
544430222: Ec
3662144553: Ed
2207803220: Ee
930176649: Ef
3713113725: Eg
4183290917: Eh
3704315064: Ei
3227405964: Ej
4160157025: Ek
1877296904: El
296423743: Em
445749265: En
1768160723: Eo
553814834: Ep
2973680236: Eq
2513593446: Er
3292600221: Es
2496810628: Et
1959779955: Eu
3395870204: Ev
682633167: Ew
407018735: Ex
1201809352: Ey
1911796189: Ez
1920492889: E{
2004411953: E|
684410534: E}
1166554044: E~
1721717514: E
4205229999: F 
2857907961: F!
188459069: F"
2014777370: F#
2622372697: F$
3334004961: F%
2519995825: F&
3279453485: F'
2456329132: F(
1268302400: F)
2628285769: F*
2600412849: F+
3513408432: F,
1573046464: F-
3979259504: F.
1679234387: F/
4102526887: F0
3563297807: F1
3895741355: F2
3028071485: F3
600284431: F4
3591886450: F5
3185836955: F6
1607523733: F7
3212156808: F8
3220794695: F9
2009104954: F:
745329636: F;
1781011103: F<
1811786076: F=
2426345250: F>
1291958189: F?
3437907576: F@
2465614931: FA
4042122213: FB
4089791475: FC
475526292: FD
3283755460: FE
81101812: FF
1210416126: FG
1299558158: FH
4192261947: FI
1192480358: FJ
115135740: FK
1339756364: FL
3890718054: FM
1970102411: FN
3685928042: FO
2007372237: FP
537497974: FQ
4138143875: FR
4271841901: FS
453902902: FT
516549815: FU
1270878466: FV
3298367888: FW
1473136189: FX
2576465132: FY
1555046954: FZ
1654929675: F[
1631761592: F\
3287885921: F]
804490412: F^
1766232549: F_
4278026775: F`
2283452782: Fa
1960838795: Fb
3837996682: Fc
3139594348: Fd
2632353907: Fe
688239743: Ff
2691828469: Fg
2205360124: Fh
2964596991: Fi
1672823468: Fj
3670508870: Fk
3441420823: Fl
2454614389: Fm
1456553918: Fn
494754281: Fo
3965122846: Fp
381991933: Fq
3858851015: Fr
4256411161: Fs
3539511570: Ft
2749610440: Fu
2401655939: Fv
3788584206: Fw
4032578495: Fx
1734951429: Fy
2762412205: Fz
656700348: F{
1043233958: F|
3971120520: F}
3480056277: F~
3261266527: F
93361452: G 
2344018129: G!
219481868: G"
2421132037: G#
2162608181: G$
3296506642: G%
1862414409: G&
1163619452: G'
3183303740: G(
2426453527: G)
1844376700: G*
2333372913: G+
3466577754: G,
2142138482: G-
1258420205: G.
498949555: G/
3539745702: G0
1912857398: G1
2143922988: G2
2907405833: G3
2611994376: G4
2628462475: G5
1055318042: G6
1317464713: G7
4060061784: G8
4232170932: G9
862491775: G:
3140391807: G;
2687132676: G<
1786591010: G=
3988718691: G>
2299361547: G?
3865218031: G@
832648088: GA
2332164204: GB
23965310: GC
2983000099: GD
2723159642: GE
159334355: GF
320607696: GG
595142541: GH
2079520721: GI
3614264582: GJ
3106486882: GK
1356029243: GL
1876285994: GM
1422617750: GN
3505818871: GO
996208444: GP
3232743702: GQ
3371164492: GR
2935746656: GS
3444829914: GT
2320308929: GU
3740975827: GV
1989835350: GW
2477767635: GX
3492340360: GY
612515423: GZ
2825917208: G[
4198464382: G\
351303930: G]
2736446280: G^
2087120900: G_
4063534400: G`
2512282736: Ga
3040630970: Gb
1204397132: Gc
216550536: Gd
2042885550: Ge
545549522: Gf
2900260357: Gg
767098960: Gh
3409671774: Gi
410690374: Gj
1143563146: Gk
3709468131: Gl
1558955304: Gm
490577315: Gn
285162047: Go
2877961690: Gp
4158733417: Gq
3700325119: Gr
2663440217: Gs
1786029230: Gt
3170409007: Gu
768800503: Gv
747221868: Gw
2775324116: Gx
821861963: Gy
180016858: Gz
2495793618: G{
2308212255: G|
2502945766: G}
1908169333: G~
3157627437: G
3526220978: H 
1970935149: H!
3512467194: H"
3186851148: H#
4088862563: H$
3638003653: H%
1281031899: H&
2937138493: H'
2602311765: H(
2896658621: H)
1390082970: H*
2881289780: H+
2560652537: H,
1001208485: H-
3124307513: H.
1745472206: H/
2900236709: H0
2988688544: H1
1653321629: H2
854634228: H3
2774693846: H4
1959682116: H5
3462363720: H6
2092245079: H7
2438886273: H8
1244803991: H9
2881822850: H:
3216222158: H;
784512512: H<
3845804623: H=
3624179064: H>
43866191: H?
109620597: H@
3368121896: HA
595046081: HB
1400491396: HC
2999831870: HD
411077890: HE
3616783019: HF
2272362991: HG
4176833971: HH
1225348560: HI
3647374846: HJ
3478801982: HK
1337039836: HL
3419065858: HM
2859231543: HN
2225613852: HO
1204632419: HP
542360551: HQ
934283638: HR
3621446047: HS
3484287515: HT
1586061860: HU
809939567: HV
545511173: HW
4294822537: HX
2979783962: HY
2970086973: HZ
70220507: H[
1742619766: H\
2967700512: H]
3540441781: H^
1931057398: H_
3067659850: H`
3852725291: Ha
4219606792: Hb
1545917187: Hc
1419775947: Hd
1921293248: He
547779723: Hf
1652510123: Hg
3263903696: Hh
920408409: Hi
2814833155: Hj
148684072: Hk
2174246687: Hl
1209152254: Hm
3038579849: Hn
2113552761: Ho
3675978347: Hp
1588467: Hq
3733951085: Hr
1969298558: Hs
1732330822: Ht
3465137457: Hu
2396106436: Hv
2740790100: Hw
1039903776: Hx
1223135868: Hy
1809614029: Hz
2788159660: H{
3731768740: H|
4174636645: H}
2014417766: H~
1246545661: H
4190445341: I 
2616656453: I!
2020580769: I"
3109435776: I#
1239845889: I$
2442502760: I%
717223370: I&
2764526817: I'
2553285685: I(
3239256394: I)
81485627: I*
2963445593: I+
3391783979: I,
155888558: I-
1031277353: I.
2758971332: I/
717175640: I0
3747752681: I1
1030625927: I2
1879311268: I3
2240009609: I4
2835137375: I5
3805541607: I6
3585238371: I7
90892711: I8
4095721796: I9
2164417526: I:
3572147244: I;
1366367445: I<
860856665: I=
930535126: I>
2930432408: I?
2099799197: I@
3242571783: IA
2122108944: IB
1984331321: IC
2203301623: ID
1263891794: IE
3219068693: IF
1316816904: IG
609354344: IH
1186388645: II
2834359611: IJ
3864926388: IK
849225676: IL
3305397006: IM
4145468889: IN
1853509424: IO
2674414144: IP
2442597627: IQ
3453200260: IR
1212433565: IS
461790948: IT
291876386: IU
1405516733: IV
4026130419: IW
2676464924: IX
1159393005: IY
2709278374: IZ
3904280910: I[
1725974477: I\
1484472649: I]
2458839588: I^
1065975254: I_
3612368065: I`
4112862300: Ia
3619629337: Ib
3399318776: Ic
211976061: Id
4221620013: Ie
2507605929: If
3750516090: Ig
1275748487: Ih
1542299384: Ii
1618772361: Ij
2439136611: Ik
3871539902: Il
2619042140: Im
4211370334: In
1183956151: Io
2385973191: Ip
3410016814: Iq
4131686164: Ir
428995048: Is
1031995102: It
2898985807: Iu
1444339977: Iv
3884175887: Iw
1827198215: Ix
2044746388: Iy
4175516871: Iz
214435964: I{
2716626210: I|
1406325173: I}
3347397558: I~
2255508687: I
2593337759: J 
3789760168: J!
812626374: J"
4208928907: J#
3012087195: J$
1355989265: J%
2333350330: J&
1266233482: J'
1071343203: J(
2113212887: J)
172513881: J*
625162441: J+
3102160496: J,
11668300: J-
3683928037: J.
83703201: J/
1693675292: J0
2492096500: J1
1466506322: J2
3397825526: J3
525768176: J4
106553406: J5
3162372921: J6
4290020661: J7
3131336861: J8
4248844316: J9
1034576527: J:
2587723423: J;
24164761: J<
2496183898: J=
2148002620: J>
2933369774: J?
2797962629: J@
1838429619: JA
3283242077: JB
3373842807: JC
3734329141: JD
531973657: JE
115223429: JF
4112551574: JG
454495548: JH
636785972: JI
3767094180: JJ
3454806106: JK
1916475172: JL
3522908039: JM
3591058852: JN
1022479543: JO
82123519: JP
3984389572: JQ
1973798109: JR
2149623858: JS
1439489107: JT
3267068345: JU
1064373138: JV
1791211276: JW
760428526: JX
3161093466: JY
1097728847: JZ
691858142: J[
3076799995: J\
4001858062: J]
2120300314: J^
3351506670: J_
3526251290: J`
2109963822: Ja
1158418447: Jb
1087820492: Jc
78500228: Jd
1987779015: Je
2850007880: Jf
3361666234: Jg
2316322741: Jh
975357587: Ji
3485100591: Jj
3455153622: Jk
2587135673: Jl
145827622: Jm
2856669982: Jn
893845142: Jo
2890027254: Jp
3608311828: Jq
3336846237: Jr
4116499918: Js
3585618803: Jt
1306297825: Ju
2707045076: Jv
1366407140: Jw
3268767726: Jx
3983911471: Jy
2007024696: Jz
2307852674: J{
976458408: J|
2337540228: J}
3832395959: J~
3062065663: J
1632732007: K 
3012389889: K!
862725895: K"
4067703608: K#
1030459984: K$
4236257962: K%
1932757194: K&
2086185021: K'
2296112366: K(
1740838024: K)
3660256345: K*
4089314358: K+
3570200725: K,
3392974631: K-
4049804997: K.
766465931: K/
687904093: K0
2902436217: K1
3846147946: K2
1128976218: K3
2590753069: K4
3769063347: K5
214578856: K6
4447836: K7
2738336874: K8
2654094375: K9
2877775656: K:
645087065: K;
4177740999: K<
1752247338: K=
4186413584: K>
2804790516: K?
1630931619: K@
866929033: KA
4152641488: KB
1609226262: KC
992114117: KD
2036884248: KE
3430104250: KF
162726346: KG
3847709091: KH
1840783220: KI
1930088319: KJ
2320650287: KK
3179742806: KL
2838115857: KM
1915955232: KN
1381151437: KO
3615977734: KP
2193899444: KQ
1101117367: KR
2899997152: KS
3674620193: KT
2187973904: KU
3944716702: KV
2585797121: KW
1082460764: KX
2532107500: KY
3076961977: KZ
3597340167: K[
2151630852: K\
3521586063: K]
2917719385: K^
3670961749: K_
2672427343: K`
4200757370: Ka
1251716820: Kb
2074117064: Kc
3178545227: Kd
1939191910: Ke
514547357: Kf
2896761816: Kg
2271557875: Kh
3027838153: Ki
3297230188: Kj
1479699205: Kk
2787883502: Kl
329089688: Km
1566036499: Kn
2434169303: Ko
3376654000: Kp
4191170775: Kq
651945868: Kr
3781334720: Ks
2092585636: Kt
1233507075: Ku
2154975373: Kv
1312017537: Kw
2711587216: Kx
1625096936: Ky
3495487995: Kz
271179397: K{
2052634804: K|
415024890: K}
3245575833: K~
1284628875: K
2297157219: L 
682717608: L!
1677753108: L"
240588984: L#
412347599: L$
4290259329: L%
502355409: L&
2199040663: L'
563358020: L(
1996668754: L)
3113701235: L*
4078706351: L+
3975438060: L,
29625767: L-
1671744891: L.
2287764324: L/
3137041686: L0
2847065250: L1
1560239353: L2
2848648127: L3
4204086044: L4
3432424673: L5
2912212725: L6
2628827440: L7
2052032723: L8
3953215894: L9
1765658996: L:
2360479966: L;
3644998880: L<
2295855951: L=
1112303508: L>
3192576394: L?
3686399473: L@
1874508039: LA
1260964433: LB
3419029395: LC
2273648308: LD
813400387: LE
8790760: LF
1269012244: LG
2332150238: LH
1516342800: LI
2481074586: LJ
3391063011: LK
3206490137: LL
1072379462: LM
3175535170: LN
3175287066: LO
1214540136: LP
1233098033: LQ
3403127990: LR
3102649176: LS
1357015342: LT
2672521851: LU
3399165865: LV
844221670: LW
1035432777: LX
591651103: LY
412184759: LZ
2322361275: L[
3090494004: L\
1119290489: L]
2271931991: L^
3597833746: L_
1574980849: L`
39532535: La
4174126109: Lb
689521445: Lc
1427916470: Ld
790684295: Le
3402761587: Lf
973853229: Lg
770256664: Lh
886748576: Li
993755170: Lj
262791127: Lk
40110126: Ll
502509608: Lm
1817501746: Ln
2394163284: Lo
1056666921: Lp
1696839642: Lq
688932015: Lr
96311001: Ls
3711895956: Lt
253838299: Lu
3967972654: Lv
307617611: Lw
2533444080: Lx
1908994057: Ly
1249181267: Lz
3048163209: L{
4089418934: L|
662912811: L}
530168920: L~
188792433: L
749897940: M 
2099365045: M!
2499789937: M"
2116771410: M#
2702748081: M$
239942126: M%
411515099: M&
2026719518: M'
502484382: M(
1027970251: M)
1994453028: M*
4254832546: M+
36120742: M,
1927708768: M-
1165446665: M.
563876962: M/
3294725825: M0
1671370354: M1
3654642533: M2
946028149: M3
148790837: M4
3019730043: M5
517996772: M6
2610041895: M7
1883537045: M8
3078068780: M9
3022797351: M:
1663680588: M;
1715945474: M<
3918436487: M=
1945367551: M>
1565936374: M?
4133104124: M@
907057803: MA
2767680106: MB
2006263440: MC
3058755908: MD
4199522611: ME
3853062224: MF
3890114437: MG
806382909: MH
1628522470: MI
3267900064: MJ
3036624679: MK
2011292534: ML
3479383126: MM
1433450753: MN
1497129505: MO
1363989280: MP
1629472443: MQ
1511619172: MR
3593643314: MS
1631255285: MT
2905916000: MU
1880430040: MV
3385110568: MW
2841560173: MX
3942763115: MY
1598053995: MZ
2451040077: M[
1771087814: M\
2677087986: M]
470509026: M^
3624353301: M_
2972025997: M`
161158734: Ma
270654604: Mb
1594525737: Mc
1009681358: Md
1031751793: Me
928619579: Mf
673216884: Mg
1901121599: Mh
3975275026: Mi
922852572: Mj
4260980351: Mk
112505986: Ml
3173429282: Mm
2420405968: Mn
3772450651: Mo
2583854855: Mp
203702250: Mq
2876176511: Mr
3580766352: Ms
2474992468: Mt
3748299035: Mu
2632024056: Mv
1588742760: Mw
1608249243: Mx
405630120: My
2975464771: Mz
831993413: M{
2356245717: M|
1090381226: M}
3115983159: M~
258813738: M
3053754466: N 
1076911785: N!
451219675: N"
284465710: N#
503515932: N$
3241738620: N%
2601109226: N&
2256345571: N'
3513293916: N(
3246381748: N)
2022997622: N*
1831063471: N+
974863275: N,
1355110769: N-
1024627346: N.
2285319724: N/
36892504: N0
4107400454: N1
744679769: N2
2542629320: N3
4156679414: N4
936054158: N5
1505743348: N6
1713323955: N7
589123142: N8
2222960068: N9
3835774047: N:
3592206853: N;
379759503: N<
599210546: N=
131577757: N>
1974651815: N?
1331216944: N@
2447926750: NA
2722255712: NB
1460721046: NC
3583798755: ND
3321493968: NE
1831534835: NF
2758033498: NG
3115804273: NH
343954439: NI
2883776229: NJ
3748830810: NK
2175724873: NL
3306270613: NM
1079576926: NN
1762603334: NO
3014027113: NP
1081556223: NQ
2268999635: NR
3276326436: NS
720211127: NT
3247396533: NU
4119369678: NV
2453380213: NW
469423818: NX
382709929: NY
2603310037: NZ
984135342: N[
3657062794: N\
1542123916: N]
370190002: N^
4143284129: N_
2953464436: N`
3474039525: Na
2006814900: Nb
4186999360: Nc
750960605: Nd
2790415648: Ne
2454883163: Nf
1200863832: Ng
1279248877: Nh
1796357676: Ni
546977899: Nj
4226602499: Nk
3898468879: Nl
4195601481: Nm
2938715625: Nn
2536799104: No
2366654534: Np
641829187: Nq
3297455277: Nr
1538812657: Ns
2941075321: Nt
677010456: Nu
1754955243: Nv
1943713059: Nw
670094871: Nx
1745520752: Ny
3766514552: Nz
2233597867: N{
98351591: N|
1457829459: N}
2181329491: N~
910299000: N
1674882843: O 
2382611660: O!
3498620403: O"
469001159: O#
2918512790: O$
3586509682: O%
811027515: O&
474187562: O'
3030898584: O(
496343490: O)
1122853460: O*
633776358: O+
1614212474: O,
16267615: O-
1855644819: O.
1659227722: O/
3335637353: O0
1627332937: O1
1892486752: O2
2468918180: O3
2430727823: O4
2949357894: O5
785114495: O6
2499396596: O7
3970146488: O8
2263399212: O9
252561517: O:
1835650573: O;
700530811: O<
3417000929: O=
1687618813: O>
1547929184: O?
506786296: O@
3608408786: OA
3844325808: OB
1635639109: OC
4155493147: OD
2110397967: OE
2961475389: OF
1999831221: OG
150444929: OH
1001864137: OI
2605840015: OJ
3342279826: OK
3638652164: OL
4130822736: OM
2377079211: ON
1171058891: OO
3251673694: OP
3658720105: OQ
1121526198: OR
3677949298: OS
621811575: OT
2165229146: OU
862625664: OV
3796640693: OW
3310900684: OX
3463499167: OY
4214176216: OZ
3601331112: O[
2732017662: O\
1167877695: O]
2745954988: O^
2286535547: O_
3662185217: O`
3594765049: Oa
3171116366: Ob
1063944216: Oc
1030316859: Od
1880008286: Oe
3469751413: Of
2532095037: Og
1796255038: Oh
77984240: Oi
307162213: Oj
2384530326: Ok
3706752743: Ol
938808138: Om
3364290147: On
623554672: Oo
3753710122: Op
3191591821: Oq
1287635296: Or
2789312356: Os
2018755995: Ot
2695335736: Ou
3855234960: Ov
3674579266: Ow
4196621902: Ox
2514077289: Oy
4024950635: Oz
299707320: O{
1070394997: O|
1159952677: O}
3425994056: O~
3753286261: O
1986363692: P 
1139396678: P!
2436281757: P"
175292162: P#
1558850322: P$
2271267838: P%
2104758670: P&
3452761146: P'
4259258524: P(
59840336: P)
1849060512: P*
1062592625: P+
865481454: P,
2722897173: P-
3882347002: P.
254309668: P/
95829974: P0
3566582295: P1
789092528: P2
70833665: P3
608193302: P4
2485566121: P5
1962015088: P6
3065418126: P7
1357412813: P8
990163908: P9
2676859935: P:
428719079: P;
1327723672: P<
69071335: P=
3489992891: P>
3051073074: P?
478246242: P@
131125540: PA
247885589: PB
474742024: PC
1458858374: PD
279921444: PE
985504247: PF
1877943232: PG
4075673027: PH
733501068: PI
855172934: PJ
1921093030: PK
1154865406: PL
3567839418: PM
2762951935: PN
523227508: PO
3888152091: PP
3128096706: PQ
790123219: PR
2777994365: PS
53654905: PT
4059847843: PU
3433803464: PV
1996725067: PW
979550481: PX
1804500272: PY
832470484: PZ
954418843: P[
1593419010: P\
1657129285: P]
3970866233: P^
1332308558: P_
1368832242: P`
3449419228: Pa
2635325520: Pb
2955259650: Pc
2859242478: Pd
3449011677: Pe
4137690766: Pf
967203538: Pg
495962223: Ph
854391742: Pi
2231224146: Pj
730893404: Pk
2029842977: Pl
1235275616: Pm
4067360281: Pn
2930767746: Po
362450846: Pp
2630768377: Pq
1331747960: Pr
2807935439: Ps
1465250768: Pt
1099619464: Pu
87517744: Pv
3809042078: Pw
264937431: Px
2159707490: Py
999505534: Pz
3705826860: P{
2940726073: P|
2979192811: P}
2049572667: P~
1515957473: P
1779371446: Q 
473346972: Q!
1194261802: Q"
1763951139: Q#
691179494: Q$
4219931029: Q%
1435373207: Q&
656274570: Q'
2319140920: Q(
1717628198: Q)
2033808994: Q*
842295361: Q+
2723170314: Q,
500694010: Q-
3543312478: Q.
1166582159: Q/
3334610364: Q0
1211810270: Q1
1905959237: Q2
2362780909: Q3
3346091144: Q4
1662327534: Q5
999152439: Q6
4173838170: Q7
3868431365: Q8
2741886329: Q9
4176795843: Q:
753047756: Q;
846828518: Q<
3960036587: Q=
4254205120: Q>
3662723892: Q?
3951729154: Q@
2559322237: QA
1442712340: QB
623100008: QC
3000351821: QD
1466248542: QE
2946518866: QF
1301236980: QG
2059138219: QH
2437399887: QI
228428408: QJ
1762826332: QK
1495276727: QL
3254271527: QM
2629261936: QN
2711598522: QO
2017450803: QP
905617224: QQ
1679715615: QR
1367133358: QS
4152229815: QT
4162081700: QU
2817042697: QV
1940602623: QW
206474804: QX
661012005: QY
4245328048: QZ
4162084179: Q[
334434108: Q\
60933183: Q]
2229154862: Q^
1671256604: Q_
673511176: Q`
547001072: Qa
2135722342: Qb
2705668297: Qc
3545917309: Qd
524627705: Qe
1923936598: Qf
519766278: Qg
262193979: Qh
2361497112: Qi
689992836: Qj
3689917615: Qk
1317230998: Ql
1427839049: Qm
3832879543: Qn
1209440955: Qo
2979775765: Qp
3862217741: Qq
2166646094: Qr
1250257988: Qs
2700535427: Qt
4176571348: Qu
865033092: Qv
3964682210: Qw
1318228807: Qx
2540183730: Qy
2101629152: Qz
1479916938: Q{
4207937146: Q|
1336056764: Q}
2284380616: Q~
856130407: Q
2158500282: R 
3479945745: R!
1645338941: R"
1979323205: R#
3771975333: R$
1699229916: R%
2863439006: R&
1403935852: R'
1210181680: R(
2177665525: R)
3855957912: R*
3129376003: R+
3338289967: R,
2500669520: R-
3044636756: R.
2671654180: R/
938028723: R0
2435218215: R1
490165485: R2
952616138: R3
1621475829: R4
952505459: R5
3305606257: R6
698385647: R7
3375812001: R8
1423480097: R9
86324911: R:
2868342203: R;
2731086699: R<
415287620: R=
2048695430: R>
1273271863: R?
4020547915: R@
390103448: RA
1421111665: RB
3426279406: RC
2277022005: RD
1474088167: RE
785526226: RF
3685560413: RG
308190741: RH
1280609339: RI
1437937562: RJ
1003064038: RK
3820892212: RL
1214378094: RM
2746598118: RN
2627027332: RO
3480473226: RP
2029832629: RQ
1492251928: RR
847898652: RS
3012705897: RT
3601077092: RU
1950418813: RV
3414573342: RW
1555498765: RX
2455443793: RY
3046122769: RZ
939486222: R[
927917414: R\
3232107303: R]
2413063381: R^
3047127385: R_
2810559878: R`
2572852823: Ra
2501289155: Rb
1938536397: Rc
2312074468: Rd
1806477117: Re
3688478493: Rf
1107293607: Rg
1540252433: Rh
2433338140: Ri
1028514669: Rj
473379655: Rk
2996246321: Rl
651652771: Rm
1561334117: Rn
3782698287: Ro
2011551688: Rp
2753213361: Rq
2671583821: Rr
4095208537: Rs
329612966: Rt
3019511641: Ru
3021230702: Rv
1428558818: Rw
2846069577: Rx
1022406910: Ry
2116990856: Rz
1960716000: R{
2171254663: R|
2894296368: R}
1214297178: R~
184245760: R
3675555493: S 
2569797490: S!
3810048396: S"
52517417: S#
3122771465: S$
1807322606: S%
256340928: S&
1287009148: S'
4068631836: S(
4281839069: S)
3179879872: S*
575655918: S+
1986546781: S,
3403426888: S-
4056004398: S.
4177680262: S/
1072964101: S0
1770248873: S1
4248370353: S2
1563615889: S3
3553405069: S4
4012321153: S5
1063644754: S6
312799137: S7
1909393663: S8
814825168: S9
4264943390: S:
2976058546: S;
918781790: S<
3725434702: S=
3260730975: S>
3772259878: S?
3891891669: S@
3094448489: SA
4268441630: SB
3699769581: SC
2114518755: SD
1820553899: SE
733251911: SF
2852665250: SG
3696169921: SH
4072063404: SI
4037906992: SJ
4144868874: SK
3098395018: SL
2307794623: SM
2501891540: SN
1285597299: SO
3565703087: SP
361242916: SQ
1265709547: SR
2313786672: SS
1800877041: ST
3305516959: SU
831814107: SV
1216646843: SW
4048772180: SX
2546917984: SY
727192870: SZ
2329693334: S[
3320960725: S\
824433190: S]
1481916857: S^
435347089: S_
3122242873: S`
3335344886: Sa
2324105349: Sb
28965098: Sc
1742023527: Sd
4278070093: Se
4284773148: Sf
1256057579: Sg
2963982460: Sh
1522835068: Si
3347565530: Sj
3970021535: Sk
647459481: Sl
1325524318: Sm
1918895587: Sn
1471326120: So
2725016430: Sp
2642349134: Sq
403544420: Sr
2311412928: Ss
2874126747: St
614045749: Su
25657101: Sv
2682507926: Sw
1988837529: Sx
1370972229: Sy
3673523591: Sz
1423484411: S{
1895472258: S|
1315073501: S}
2164736246: S~
145571655: S
4160234756: T 
4038582344: T!
518604086: T"
4039000350: T#
1579674886: T$
1642553169: T%
266434541: T&
2905140778: T'
4101157696: T(
1461873598: T)
3989218251: T*
2322767430: T+
2631635631: T,
3073244168: T-
3975712998: T.
3550281745: T/
2937107911: T0
2076995726: T1
1817861340: T2
268200652: T3
2983759856: T4
1694971640: T5
1418135378: T6
3614393680: T7
253675050: T8
3821370164: T9
1966537407: T:
3746132289: T;
2498076037: T<
780875651: T=
1383547425: T>
2072337400: T?
2659256658: T@
2551203090: TA
2690307302: TB
275315082: TC
3117823575: TD
2407640803: TE
386949149: TF
1703608164: TG
3474760906: TH
2943052641: TI
430989223: TJ
2207247610: TK
970105575: TL
1675977165: TM
1418723895: TN
1443148842: TO
3385606084: TP
3324928872: TQ
290034784: TR
842065245: TS
4228636890: TT
1941837581: TU
327276844: TV
2291804967: TW
2500707321: TX
3177015769: TY
3262888723: TZ
753834021: T[
2767753500: T\
1936189595: T]
2648413005: T^
3835226427: T_
330531768: T`
2636657418: Ta
1853606288: Tb
2935085495: Tc
2876770950: Td
373746627: Te
4260647626: Tf
2008928967: Tg
3962613578: Th
2709844114: Ti
991603446: Tj
2732148993: Tk
3127112061: Tl
2657423343: Tm
2153338548: Tn
3544554844: To
1073360645: Tp
664614590: Tq
1021241851: Tr
502491702: Ts
2268227358: Tt
2593791673: Tu
1481246194: Tv
4256357411: Tw
2076771244: Tx
1692700002: Ty
3133869520: Tz
1189855985: T{
1219784724: T|
4289600808: T}
566403385: T~
2791800806: T
1312131211: U 
4213389972: U!
908562921: U"
2582019807: U#
1642536935: U$
3390108250: U%
3610006575: U&
3611844114: U'
2020182554: U(
1399536511: U)
597913582: U*
3519164794: U+
1313255646: U,
3212531573: U-
515475237: U.
1813567219: U/
4259298812: U0
1632870328: U1
3481407807: U2
2982518502: U3
1882859864: U4
3847857216: U5
1264110544: U6
1020558296: U7
3179963940: U8
2532371473: U9
1498115095: U:
2570902653: U;
2731959026: U<
676792900: U=
4212394847: U>
1075506037: U?
3100736473: U@
3433188834: UA
2568215835: UB
2008441793: UC
2390629484: UD
769385126: UE
1380241648: UF
3351038036: UG
1409763762: UH
1325317269: UI
901690913: UJ
4060380372: UK
784362433: UL
815233003: UM
1867112440: UN
1707720449: UO
1987611347: UP
1666873162: UQ
2543451505: UR
3924742651: US
2527498692: UT
3318378935: UU
1567262258: UV
2530469294: UW
1815592434: UX
1996319243: UY
1484992933: UZ
956988090: U[
3105803920: U\
753650710: U]
4126872208: U^
2415748200: U_
3212817497: U`
3574713449: Ua
417287934: Ub
863438305: Uc
103894122: Ud
4046027225: Ue
1066457927: Uf
1220521630: Ug
3481974680: Uh
2435674775: Ui
